Sr No.,Utterance,Speaker,Emotion,Dialogue_ID,Utterance_ID,Season,Episode,StartTime,EndTime,Dialogue Act,turn_index
6953,"Oh, look, look, he's closing his eyes. Look, he's opening his eyes.",Phoebe,joy,682,8,1,23,"00:21:32,749","00:21:35,876",s,8
6954,"He doesn't do much, does he?",Joey,neutral,682,9,1,23,"00:21:41,091","00:21:43,551",q,9
6955,"No, this is pretty much it.",Ross,neutral,682,10,1,23,"00:21:43,719","00:21:46,554",ans,10
6956,You guys wanna get some coffee?,Rachel,neutral,682,11,1,23,"0:21:53,812","0:21:54,954",q,11
7064,I won! I won! I finally won!,Phoebe,surprise,699,0,5,24,"00:17:01,812","00:17:04,689",s,0
7065,I won! That was my quarter!,The Lurker,anger,699,1,5,24,"00:17:04,898","00:17:06,649",s,1
7066,Fine! Here! Take a hike toots!,Phoebe,anger,699,2,5,24,"00:17:06,859","00:17:08,985",s,2
7067,"Excuse me, sir! This lady played my quarter, this is my money.",The Lurker,anger,699,3,5,24,"00:17:10,487","00:17:14,782",s,3
7068,Is that true miss?,The Security Guard,neutral,699,4,5,24,"00:17:14,992","00:17:16,284",q,4
7069,Sells drugs to kids.,Phoebe,disgust,699,5,5,24,"0:17:17,786","0:17:18,954",ans,5
7070,What?!,The Security Guard,surprise,699,6,5,24,"0:17:18,954","0:17:20,122",q,6
7071,She sells drugs to kids.,Phoebe,disgust,699,7,5,24,"0:17:20,122","0:17:20,763",ans,7
7072,It was my quarter!,The Lurker,anger,699,8,5,24,"0:17:24,918","0:17:26,520",s,8
7073,Was it her quarter?,The Security Guard,neutral,699,9,5,24,"0:17:26,520","0:17:26,924",q,9
7074,How about we talk about this over dinner?,Phoebe,neutral,699,10,5,24,"00:17:29,048","00:17:31,758",q,10
7075,"Okay lady, you're out of here.",The Security Guard,disgust,699,11,5,24,"00:17:31,967","00:17:35,720",s,11
7079,Hey!,Ross,neutral,700,0,6,1,"0:15:03,152","0:15:04,153",g,0
7080,Hey!,Rachel,neutral,700,1,6,1,"0:15:04,153","0:15:04,293",g,1
7081,"Listen, I know you wanted to talk to me, but I have an idea that may make you want to stay married. We register, and",Ross,neutral,700,2,6,1,"00:15:04,403","00:15:17,040",s,2
7082,No!,Rachel,anger,700,3,6,1,"0:15:21,170","0:15:23,152",dag,3
7083,"Ross, come on!",Rachel,anger,700,4,6,1,"0:15:23,152","0:15:23,624",c,4
7084,No!,Rachel,anger,700,5,6,1,"0:15:23,624","0:15:23,985",dag,5
7085,"Listen, look I thought a lot about how to tell you this and the bottom line, Ross, is we can not stay married.",Rachel,sadness,700,6,6,1,"00:15:21,170","00:15:30,929",c,6
7086,I don't know if it's true.,Ross,neutral,700,7,6,1,"0:15:32,389","0:15:33,599",dag,7
7087,Oh b-b-but it is!,Rachel,anger,700,8,6,1,"0:15:33,599","0:15:35,885",oth,8
7088,"Oh, okay, y'know what this is?",Ross,neutral,700,9,6,1,"00:15:35,976","00:15:38,436",q,9
7089,"Oh Ross, come on! This is not, this is not a marriage!! This is the world's worst hangover! Ross, listen, if",Rachel,anger,700,10,6,1,"00:15:47,196","00:15:55,662",s,10
7090,"All right. All right, I'll do it.",Ross,sadness,700,11,6,1,"00:15:59,124","00:16:01,542",ag,11
7310,"Oh, that's what she meant!",Joey,surprise,730,0,9,21,"00:11:21,847","00:11:24,182",s,0
7311,"You know, if they're gonna shorten it, they should call it the MUSE!",Joey,neutral,730,1,9,21,"00:11:24,350","00:11:27,852",o,1
7312,"You know, short for museum, and avoid all the confusion!",Joey,neutral,730,2,9,21,"00:11:28,020","00:11:30,772",s,2
7313,"Yeah, most of it it's a place",Ross,neutral,730,3,9,21,"00:11:32,108","00:11:37,987",ag,3
7314,"Ok, all right, so I'll take her to the MET.",Joey,neutral,730,4,9,21,"00:11:38,155","00:11:41,032",s,4
7315,"Yeah, uh, uh, ok, there's this great rare bookstore on Madison Avenue.",Ross,neutral,730,5,9,21,"00:11:41,200","00:11:47,163",s,5
7316,You know what?,Ross,neutral,730,6,9,21,"00:11:47,665","00:11:49,791",s,6
7317,"She loves architecture, you know what you should do?",Ross,neutral,730,7,9,21,"00:11:47,665","00:11:53,545",s,7
7318,You should take a walk down fifth to the Saint Patrick's Cathedral and there there's this great little pastry shop that she'd love.,Ross,joy,730,8,9,21,"00:11:49,959","00:11:57,424",s,8
7319,"Geez, sounds like you should be going on this date!",Joey,surprise,730,9,9,21,"00:11:57,591","00:12:00,218",o,9
7320,But I'm not! . You know what if you're in the mood for Thai food...,Ross,neutral,730,10,9,21,"00:12:03,806","00:12:06,266",s,10
7321,"Whoa, whoa, whoa! Slow down, you go",Joey,surprise,730,11,9,21,"00:12:03,806","00:12:07,892",o,11
8804,Here you go.,Casey,neutral,884,0,4,7,"0:01:42,644","0:01:44,646",c,0
8805,"Great! All right, so I'll call you later.",Joey,joy,884,1,4,7,"0:01:44,646","0:01:44,788",s,1
8806,Great!,Casey,joy,884,2,4,7,"00:01:44,938","00:01:45,979",ag,2
8807,Hey-Hey-Hey! Who was that?,Chandler,surprise,884,3,4,7,"00:01:47,732","00:01:49,608",q,3
8808,That would be Casey. We're going out tonight.,Joey,neutral,884,4,4,7,"00:01:49,818","00:01:52,111",ans,4
8809,"Goin' out, huh? Wow! Wow! So things didn't work out with Kathy, huh? Bummer.",Chandler,surprise,884,5,4,7,"00:01:52,320","00:02:00,410",s,5
8810,"No, things are fine with Kathy. I'm having a late dinner with her tonight, right after my early dinner with Casey.",Joey,neutral,884,6,4,7,"00:02:00,620","00:02:06,625",s,6
8811,What?,Chandler,surprise,884,7,4,7,"00:02:07,168","00:02:08,168",q,7
8812,Yeah-yeah. And the craziest thing is that I just ate a whole pizza by myself!,Joey,anger,884,8,4,7,"00:02:08,336","00:02:12,297",s,8
8813,Wait! You're going out with Kathy!,Chandler,surprise,884,9,4,7,"00:02:14,217","00:02:16,468",q,9
8814,Yeah. Why are you getting so upset?,Joey,surprise,884,10,4,7,"00:02:17,095","00:02:21,056",q,10
8815,"Well, I'm upsetfor you. I mean, having sex with an endless line of beautiful women must be very unfulfilling for you.",Chandler,disgust,884,11,4,7,"00:02:18,346","00:02:26,687",ans,11
9913,Its still there!,Rachel,surprise,989,0,7,11,"00:08:14,911","00:08:17,829",q,0
9914,Mrs. Braverman must be out.,Chandler,neutral,989,1,7,11,"00:08:18,789","00:08:21,082",ans,1
9915,She could be out of town. Maybe she'll be gone for months.,Rachel,sadness,989,2,7,11,"00:08:24,754","00:08:27,797",s,2
9916,"By then, the cheesecake may have gone bad. We don't want her to come back to bad cheesecake.",Chandler,fear,989,3,7,11,"00:08:27,965","00:08:31,927",s,3
9917,No that could kill her.,Rachel,fear,989,4,7,11,"0:08:32,094","0:08:33,016",s,4
9918,"Well, we don't want that.",Chandler,neutral,989,5,7,11,"0:08:33,016","0:08:33,823",s,5
9919,"No, so we're protecting her.",Rachel,neutral,989,6,7,11,"00:08:33,930","00:08:35,013",o,6
9920,But we should take it.,Chandler,neutral,989,7,7,11,"0:08:35,181","0:08:35,853",s,7
9921,But we should move quick.,Rachel,fear,989,8,7,11,"0:08:35,853","0:08:36,739",s,8
9922,Why?,Chandler,surprise,989,9,7,11,"0:08:36,849","0:08:37,281",q,9
9923,Because I think I just heard her moving around in there.,Rachel,fear,989,10,7,11,"0:08:37,281","0:08:38,813",ans,10
9924,Go! Go! Go! Go! Go! Go! Go! Go! Go! Go!,Chandler,fear,989,11,7,11,"00:08:38,935","00:08:40,310",c,11
10122,"I'm so sorry, you guys. I didn't mean to bring you down.",Rachel,sadness,1009,0,1,4,"00:13:51,121","00:13:56,209",ap,0
10123,"No, you were right. I don't have a plan.",Monica,neutral,1009,1,1,4,"00:13:56,377","00:14:01,714",ag,1
10124,Thank God. Food.,Rachel,joy,1009,2,1,4,"00:14:05,094","00:14:07,011",g,2
10125,Phoebe?,Monica,neutral,1009,3,1,4,"0:14:07,179","0:14:07,861",q,3
10126,What?,Phoebe,neutral,1009,4,1,4,"0:14:07,861","0:14:09,441",ans,4
10127,Do you have a plan?,Monica,neutral,1009,5,1,4,"0:14:09,557","0:14:10,829",q,5
10128,I don't even have a 'pl'.,Phoebe,joy,1009,6,1,4,"0:14:10,829","0:14:13,867",ans,6
10129,"No, no, that's not what we ordered... We ordered a fat-free crust with extra cheese.",Rachel,sadness,1009,7,1,4,"00:14:19,149","00:14:27,115",s,7
10130,Wait! Did you say 'G.Stephanopoulos?',Monica,surprise,1009,8,1,4,"00:14:35,791","00:14:39,127",q,8
10131,"Wait, was this a-a small mediterranean guy with curiously intelligent good looks?",Monica,surprise,1009,9,1,4,"00:14:45,009","00:14:49,888",q,9
10132,Was he wearing a stunning blue suit?,Monica,joy,1009,10,1,4,"0:14:52,433","0:14:55,195",q,10
10133,And-and a power tie?,Phoebe,joy,1009,11,1,4,"0:14:55,195","0:14:56,530",q,11
10220,"God, I feel so guilty about Ross.",Monica,sadness,1017,0,5,6,"0:12:29,540","0:12:31,462",ap,0
10221,"Oh, I know.",Phoebe,sadness,1017,1,5,6,"0:12:31,462","0:12:32,464",ag,1
10222,I kinda feel like it's my fault.,Joey,sadness,1017,2,5,6,"00:12:33,002","00:12:35,336",s,2
10223,Kind of? If you just kept this to yourself none of this would've happened.,Chandler,anger,1017,3,5,6,"00:12:37,923","00:12:42,552",s,3
10224,"Well, I'm keeping so many things to myself these days, something was bound to slip out!",Joey,anger,1017,4,5,6,"00:12:42,928","00:12:47,056",s,4
10225,"Well, I think it's very brave what you said.",Chandler,anger,1017,5,5,6,"00:12:49,268","00:12:51,811",s,5
10226,"All right, I can't sit here anymore. I have to walk places.",Phoebe,neutral,1017,6,5,6,"00:12:53,981","00:12:57,692",s,6
10227,"Pheebs, what are you doing with the coat? How about the whole animal rights thing?",Chandler,anger,1017,7,5,6,"00:12:57,943","00:13:01,571",q,7
10228,"Well, I've been reading up and for your information, minks are not very nice.",Phoebe,anger,1017,8,5,6,"00:13:01,739","00:13:06,993",ans,8
10229,"Okay, I admit it!",Phoebe,anger,1017,9,5,6,"0:13:08,996","0:13:10,623",a,9
10230,I love this coat!,Phoebe,joy,1017,10,5,6,"0:13:10,623","0:13:11,743",s,10
10231,"Okay, Iit's the best thing I've ever had wrapped around me, including Phil Huntley!",Phoebe,joy,1017,11,5,6,"00:13:11,874","00:13:16,294",o,11
10332,"Dad, please don't pick your teeth out here!",Monica,disgust,1025,0,6,9,"00:11:49,625","00:11:52,210",c,0
10333,"Alright, and if you're gonna put your feet up, why don't you sit on the-",Monica,disgust,1025,1,6,9,"0:11:52,420","0:11:54,214",s,1
10334,"Monica, leave him alone",Phoebe,anger,1025,2,6,9,"0:11:54,214","0:11:56,135",c,2
10335,Will you hurry up?,Joey,sadness,1025,3,6,9,"00:11:58,509","00:11:59,759",q,3
10336,Did you not hear me before when I told you that all of Janine's friends are dancers?!,Joey,surprise,1025,4,6,9,"00:12:00,010","00:12:03,763",q,4
10337,And that they're going to be drinking alot!,Joey,anger,1025,5,6,9,"00:12:03,931","00:12:07,058",o,5
10339,"No, I did, but tell me again, because it's so romantic.",Rachel,neutral,1025,6,6,9,"00:12:07,643","00:12:11,688",ans,6
10340,Well you're whippin' so slow! Can't you do it any faster?,Joey,anger,1025,7,6,9,"00:12:12,231","00:12:14,482",q,7
10341,Joey!,Rachel,anger,1025,8,6,9,"0:12:14,734","0:12:15,193",oth,8
10342,Come on!,Rachel,anger,1025,9,6,9,"0:12:15,193","0:12:15,611",s,9
10343,"I don't wanna make any mistakes, alright?",Rachel,anger,1025,10,6,9,"0:12:15,611","0:12:16,949",q,10
10344,"This is the only dessert and if I screw it up everybody's gonna be like Oh, remember that Thanksgiving when Rachel screwed up the trifle?",Rachel,fear,1025,11,6,9,"00:12:17,069","00:12:24,367",o,11
