Sr No.,Utterance,Speaker,Emotion,Dialogue_ID,Utterance_ID,Season,Episode,StartTime,EndTime,Dialogue Act,turn_index
1681,I'm such a jerk.,Joey,sadness,170,10,3,6,"00:13:12,249","00:13:14,083",s,10
1682,"It's okay. I suppose it could happen to anyone, not anyone I know, but... By the way I can still see it.",Monica,neutral,170,11,3,6,"00:13:16,337","00:13:23,009",o,11
1721,We did?,Joey,neutral,175,0,1,9,"0:07:55,224","0:07:55,850",q,0
1722,You owe me 20 bucks.,Monica,joy,175,1,1,9,"0:07:55,850","0:07:58,290",s,1
1723,Thank you. Thank you so much!,Rachel,joy,175,2,1,9,"00:07:58,394","00:08:00,896",g,2
1724,"Chandler, here you go, got your traditional Thanksgiving feast, you got your tomato soup, your grilled cheese fixin's, and your family size bag of Funyuns.",Monica,neutral,175,3,1,9,"00:08:01,063","00:08:09,237",s,3
1725,"Wait, wait, Chandler, this is what you're havin' for Thanksgiving dinner?",Rachel,surprise,175,4,1,9,"00:08:09,405","00:08:12,032",q,4
1726,"What, what, what is it with you and this holiday?",Rachel,anger,175,5,1,9,"00:08:12,200","00:08:14,784",q,5
1727,"All right, I'm nine years old.",Chandler,neutral,175,6,1,9,"00:08:16,204","00:08:17,496",ans,6
1728,"Oh, I hate this story.",Ross,sadness,175,7,1,9,"00:08:17,663","00:08:19,331",o,7
1729,We just finished this magnificent Thanksgiving dinner.,Chandler,neutral,175,8,1,9,"00:08:19,499","00:08:21,416",s,8
1730,"I have--and I remember this part vividly--a mouthful of pumpkin pie, and this is the moment my parents choose to tell me they're getting divorced.",Chandler,sadness,175,9,1,9,"00:08:26,005","00:08:30,091",s,9
1731,Oh my god.,Rachel,surprise,175,10,1,9,"00:08:30,259","00:08:31,635",b,10
1732,Yes. It's very difficult to appreciate a Thanksgiving dinner once you've seen it in reverse.,Chandler,sadness,175,11,1,9,"00:08:31,802","00:08:36,223",o,11
1759,Yeah.,Rachel,neutral,179,0,7,22,"0:13:30,893","0:13:31,995",ans,0
1760,"You're an Aquarius, huh?",Policeman,neutral,179,1,7,22,"0:13:31,995","0:13:34,073",q,1
1761,I bet you're a Gemini.,Rachel,neutral,179,2,7,22,"0:13:35,773","0:13:37,455",q,2
1762,Nope.,Policeman,neutral,179,3,7,22,"0:13:37,455","0:13:38,121",ans,3
1763,Taurus?,Rachel,neutral,179,4,7,22,"0:13:38,317","0:13:38,949",q,4
1764,Nope.,Policeman,neutral,179,5,7,22,"0:13:38,949","0:13:39,619",ans,5
1765,Virgo?,Rachel,neutral,179,6,7,22,"0:13:39,735","0:13:40,987",q,6
1766,Nope.,Policeman,neutral,179,7,7,22,"0:13:40,987","0:13:41,613",ans,7
1767,Sagittarius?,Rachel,neutral,179,8,7,22,"0:13:42,071","0:13:42,155",q,8
1768,Yep.,Policeman,neutral,179,9,7,22,"0:13:42,155","0:13:43,845",ans,9
1769,"I knew it! I knew it, ahh.",Rachel,joy,179,10,7,22,"00:13:43,948","00:13:46,407",s,10
1772,You're not gonna speed anymore right?,Policeman,neutral,179,11,7,22,"0:13:46,575","0:13:49,137",q,11
1781,Hey!,Monica,joy,180,0,8,24,"0:02:27,844","0:02:28,971",g,0
1785,I can't believe this is taking so long. How are you doing?,Monica,sadness,180,4,8,24,"00:02:29,220","00:02:32,098",q,1
1786,Oh not bad. Do you know that feeling when you're trying to blow a Saint Bernard out your ass?,Rachel,sadness,180,5,8,24,"00:02:32,265","00:02:37,478",ans,2
1787,Weirdest thing. Did I hearMother of God it's true!,Chandler,surprise,180,6,8,24,"00:02:40,565","00:02:45,987",s,3
1788,Chandler Bing!,Janice,surprise,180,7,8,24,"00:02:46,904","00:02:50,908",oth,4
1789,Janice,Joey,surprise,180,8,8,24,"00:02:51,075","00:02:52,076",oth,5
1790,"Not just Janice, Janice in labor, contracting and everything.",Ross,joy,180,9,8,24,"00:02:52,243","00:02:56,789",s,6
1791,"Oh, this should be easy. I have a very wide pelvis. You remember Chandler.",Janice,neutral,180,10,8,24,"00:02:58,249","00:03:01,586",o,7
1792,Janice I didn't even know you were pregnant! Who's the unwitting human who's essence you've stolen?,Chandler,surprise,180,11,8,24,"00:03:07,258","00:03:13,473",q,8
1793,It's you. This is yours.,Janice,neutral,180,12,8,24,"00:03:15,516","00:03:19,604",ans,9
1794,What?!,Chandler,surprise,180,13,8,24,"00:03:20,146","00:03:21,397",q,10
1795,Look how nervous he gets! We haven't slept together in years!,Janice,joy,180,14,8,24,"00:03:21,564","00:03:25,234",s,11
1802,"Hey, what's up?",Monica,neutral,182,0,5,10,"00:06:55,456","00:06:57,666",q,0
1803,I just saw Danny getting on the subway with a girl and he had his arm around her.,Rachel,sadness,182,1,5,10,"00:06:57,834","00:07:02,921",ans,1
1804,"Oh, honey, I'm sorry.",Monica,sadness,182,2,5,10,"00:07:03,089","00:07:04,506",ap,2
1805,"Well, you should be, this is all your fault! You meddled in our relationship!!",Rachel,anger,182,3,5,10,"00:07:04,757","00:07:11,596",o,3
1806,You had no relationship!!,Monica,anger,182,4,5,10,"00:07:11,764","00:07:13,598",dag,4
1807,"No, but I was doing my thing and everything was going according to the plan!",Rachel,anger,182,5,5,10,"00:07:13,766","00:07:18,603",dag,5
1808,"Oh God, stop with the plan!",Monica,anger,182,6,5,10,"00:07:18,771","00:07:22,149",c,6
1809,"So what, so what you saw him with a girl?",Monica,neutral,182,7,5,10,"00:07:22,316","00:07:25,444",q,7
1810,Who cares?!,Monica,anger,182,8,5,10,"0:07:25,611","0:07:27,363",o,8
1811,That doesn't mean anything!,Monica,anger,182,9,5,10,"0:07:27,363","0:07:27,585",s,9
1812,"Now look, you're going to go out on a date with Danny and you're going to be so charming he's gonna forget all about that stupid subway girl.",Monica,neutral,182,10,5,10,"00:07:27,697","00:07:33,577",o,10
1813,She was kinda stupid.,Rachel,neutral,182,11,5,10,"00:07:34,787","00:07:36,913",s,11
1819,Hi.,Phoebe,neutral,183,0,2,4,"00:09:52,592","00:09:53,925",g,0
1820,Phoebe!,Duncan,surprise,183,1,2,4,"0:09:54,343","0:09:55,315",g,1
1821,Ta-da.,Phoebe,joy,183,2,2,4,"0:09:55,315","0:09:56,264",g,2
1822,Hey.,Duncan,neutral,183,3,2,4,"0:09:57,346","0:09:58,139",g,3
1823,Hi.,Phoebe,neutral,183,4,2,4,"0:09:58,139","0:09:58,830",g,4
1824,"Ahh, look at you, you look great.",Duncan,joy,183,5,2,4,"00:09:59,098","00:10:01,308",o,5
1825,"Do I? Thank you, so do you.",Phoebe,neutral,183,6,2,4,"00:10:01,684","00:10:03,810",o,6
1826,Thanks.,Duncan,neutral,183,7,2,4,"0:10:04,186","0:10:05,688",g,7
1827,Sparkly.,Phoebe,neutral,183,8,2,4,"0:10:05,688","0:10:06,938",s,8
1828,"So, wow, this is pretty wonerful, huh.",Phoebe,joy,183,9,2,4,"00:10:09,025","00:10:15,572",o,9
1829,Mr. major capades guy.,Phoebe,neutral,183,10,2,4,"00:10:10,318","00:10:15,572",oth,10
1830,"I, I remember when you were just, like, King Friday in Mr. Roger's Ice is Nice.",Phoebe,neutral,183,11,2,4,"00:10:16,824","00:10:21,494",o,11
1839,"Hi Joey it's Jane Rogers, can't wait for your party tonight.",Jane,joy,184,0,9,20,"00:05:46,751","00:05:49,462",o,0
1840,"Listen, I forgot your address, can you give me a call?",Jane,neutral,184,1,9,20,"0:05:49,629","0:05:52,341",q,1
1841,"Thanks, bye.",Jane,neutral,184,2,9,20,"0:05:52,341","0:05:54,322",g,2
1842,Hey!,Joey,joy,184,3,9,20,"0:05:55,676","0:05:56,344",g,3
1843,Hey!,Rachel,joy,184,4,9,20,"0:05:56,344","0:05:57,613",g,4
1844,What's happening?,Joey,joy,184,5,9,20,"00:05:57,720","00:05:58,888",q,5
1845,"Yeah, it's a real shame you can't make it to that one-woman show tonight.",Rachel,sadness,184,6,9,20,"00:05:59,138","00:06:03,351",o,6
1846,"Oh, I'd love to, but I gotta get up so early the next day and so, you know me, work comes first",Joey,neutral,184,7,9,20,"00:06:03,518","00:06:10,441",s,7
1847,"Oh, yeah, yeah, yeah...",Rachel,neutral,184,8,9,20,"00:06:06,729","00:06:10,441",ag,8
1848,"""Hi Joey, it's Jane Rogers can't wait for your party tonight""",Message,joy,184,9,9,20,"00:06:11,943","00:06:15,488",s,9
1849,Stupid Jane Rogers!!,Joey,anger,184,10,9,20,"00:06:17,281","00:06:19,575",o,10
1850,You are having a party tonight??,Rachel,surprise,184,11,9,20,"00:06:20,576","00:06:22,578",q,11
1861,Who's this from?,Rachel,surprise,185,0,1,24,"0:08:26,547","0:08:27,319",q,0
1862,"Oh, that's Ross's.",Chandler,neutral,185,1,1,24,"0:08:27,319","0:08:28,553",ans,1
1863,Oh... Oh my God. He remembered.,Rachel,surprise,185,2,1,24,"00:08:34,805","00:08:38,892",s,2
1864,Remembered what?,Phoebe,neutral,185,3,1,24,"00:08:39,101","00:08:40,310",q,3
1865,It was like months ago.,Rachel,surprise,185,4,1,24,"00:08:40,520","00:08:42,229",ans,4
1866,"We were walking by this antique store, and I saw this pin in the window, and I told him that it was just like one my grandmother had when I was a little girl.",Rachel,sadness,185,5,1,24,"00:08:42,438","00:08:49,819",ans,5
1867,Oh!,Rachel,surprise,185,6,1,24,"00:08:50,029","00:08:51,029",b,6
1868,I can't believe he remembered!,Rachel,surprise,185,7,1,24,"00:08:50,029","00:08:53,365",s,7
1869,"Oh, it's so pretty. This must have cost him a fortune.",Phoebe,surprise,185,8,1,24,"00:09:01,290","00:09:07,420",o,8
1870,I can't believe he did this.,Monica,surprise,185,9,1,24,"00:09:04,460","00:09:07,420",s,9
1871,"Come on, Ross? Remember back in college, when he fell in love with Carol and bought her that ridiculously expensive crystal duck?",Chandler,neutral,185,10,1,24,"00:09:07,630","00:09:16,555",s,10
1872,What did you just say?,Rachel,surprise,185,11,1,24,"00:09:14,887","00:09:16,555",q,11
1898,"I'm telling you, something's wrong! My brother does not stay out all night.",Monica,fear,189,0,5,12,"00:09:12,760","00:09:15,887",o,0
1899,Maybe we should check the trash chute.,Joey,neutral,189,1,5,12,"00:09:16,055","00:09:18,181",o,1
1900,Ross couldn't fit down the trash chute.,Rachel,neutral,189,2,5,12,"00:09:19,809","00:09:22,143",s,2
1901,"That's right, he almost could. Which is exactly how I got stuck there.",Joey,neutral,189,3,5,12,"00:09:22,353","00:09:27,315",ag,3
1902,Hey!,Phoebe,neutral,189,4,5,12,"0:09:28,985","0:09:29,957",g,4
1903,There he is!,Rachel,joy,189,5,5,12,"0:09:29,957","0:09:30,415",s,5
1904,Oh my God! Where the hell have you been?!!,Monica,anger,189,6,5,12,"00:09:30,528","00:09:34,447",q,6
1905,"Just, y'know out.",Ross,neutral,189,7,5,12,"00:09:35,283","00:09:37,534",ans,7
1906,"Ohh, out, oh God, I don't know why we didn't think to check there!",Rachel,anger,189,8,5,12,"00:09:37,743","00:09:42,289",o,8
1907,What were you doing?,Phoebe,neutral,189,9,5,12,"00:09:42,665","00:09:43,999",q,9
1908,"I uh, went to a bar. And then I just uh, just walked around for a while.",Ross,neutral,189,10,5,12,"00:09:44,208","00:09:50,630",ans,10
1910,He hooked up! He hooked up with someone.,Joey,surprise,189,12,5,12,"00:09:55,845","00:10:00,390",s,11
1989,"Rachel, we're sorry for pushing those guys on you.",Phoebe,sadness,199,0,6,19,"00:20:44,618","00:20:47,245",ap,0
1990,Oh that's all right!,Rachel,joy,199,1,6,19,"0:20:47,412","0:20:48,264",s,1
1991,"Y'know, I ended up having a really good time.",Rachel,joy,199,2,6,19,"0:20:48,264","0:20:50,186",s,2
1992,"Y'know, the charity was a big success and they raised a lot of money and awareness.",Rachel,joy,199,3,6,19,"00:20:50,290","00:20:54,752",s,3
1993,So what was it for anyway?,Chandler,neutral,199,4,6,19,"00:20:54,920","00:20:57,338",q,4
1994,I wanna say a disease.,Rachel,neutral,199,5,6,19,"00:20:58,298","00:21:00,466",ans,5
1995,Hey!,Joey,surprise,199,6,6,19,"0:21:02,719","0:21:03,281",g,6
1996,Hey!,All,surprise,199,7,6,19,"0:21:03,281","0:21:03,979",g,7
1997,I just got this really weird message from Ross. He said turn on,Joey,neutral,199,8,6,19,"00:21:04,096","00:21:08,432",s,8
1999,"Oh my God, look! That's Elizabeth!",Phoebe,surprise,199,9,6,19,"00:21:13,438","00:21:16,607",s,9
2000,Oh-oh Professor Geller.,Rachel,neutral,199,10,6,19,"00:21:24,700","00:21:28,244",s,10
2001,"Ahh, to be 13 again.",Joey,neutral,199,11,6,19,"00:21:30,580","00:21:33,040",o,11
2023,Hey!,Chandler,joy,202,0,6,5,"0:16:55,848","0:16:57,809",g,0
2024,How do you feel?,Phoebe,neutral,202,1,6,5,"0:16:57,809","0:16:58,343",q,1
2025,"Well, let's just say that Krog will be fully equipped to destroy the universe again in twelve to fourteen hours.",Chandler,neutral,202,2,6,5,"00:16:58,434","00:17:04,272",ans,2
2026,"Okay, so I",Phoebe,neutral,202,3,6,5,"00:17:05,816","00:17:08,860",oth,3
2027,And protected them from a tornado?,Chandler,neutral,202,4,6,5,"00:17:11,113","00:17:13,990",q,4
2028,Oh my God.,Monica,surprise,202,5,6,5,"00:17:17,786","00:17:18,870",oth,5
2029,"I know, the babies are asleep.",Phoebe,neutral,202,6,6,5,"00:17:19,038","00:17:21,664",s,6
2030,"Phoebe, what, what happened here?!",Monica,surprise,202,7,6,5,"00:17:22,332","00:17:24,417",q,7
2031,I did it! I took care of the babies all by myself!,Phoebe,joy,202,8,6,5,"00:17:24,585","00:17:27,420",ans,8
2032,But my apartment!,Monica,surprise,202,9,6,5,"0:17:27,588","0:17:31,634",oth,9
2035,Is not as important as the fact that Phoebe took care of the babies all by herself.,Chandler,neutral,202,12,6,5,"00:17:34,595","00:17:38,389",s,10
2036,"You're right, you're right I shouldn't freak out.",Monica,neutral,202,13,6,5,"00:17:39,725","00:17:42,518",ag,11
2090,"Oh, and I can also speak a little French. Voulez-vous coucher avec moi ce soir? Why? What did I say?",Monica,joy,207,0,3,15,"00:14:12,393","00:14:21,192",q,0
2091,"Well, you just asked if I wanted to go to bed with you tonight.",Mischa,neutral,207,1,3,15,"00:14:21,360","00:14:24,779",ans,1
2092,Oh my God! No wonder I get such great service at Cafe Maurice.,Monica,surprise,207,2,3,15,"00:14:28,534","00:14:33,872",s,2
2093,"Knock, knock, knock, knock, hi.",Phoebe,neutral,207,3,3,15,"00:14:32,454","00:14:33,872",g,3
2094,"Um, could you please tell Sergei that um, I was fascinated by what Boutros Boutros Gali said in the New York Times.",Phoebe,neutral,207,4,3,15,"00:14:34,123","00:14:42,088",s,4
2095,You didn't say Boutros Boutros Gali.,Phoebe,neutral,207,5,3,15,"0:14:45,676","0:14:47,698",s,5
2096,Boutros Boutros Gali.,Mischa,neutral,207,6,3,15,"0:14:47,698","0:14:48,557",oth,6
2097,He says he was too.,Mischa,neutral,207,7,3,15,"00:14:53,058","00:14:54,225",s,7
2098,Interesting.,Phoebe,neutral,207,8,3,15,"00:14:54,393","00:14:56,311",o,8
2099,So I was wondering....,Mischa,neutral,207,9,3,15,"00:14:57,521","00:14:59,772",oth,9
2100,"Okay, ah, before you get all talky again, umm, could you also please tell Sergei that I really like his suit.",Phoebe,joy,207,10,3,15,"00:14:59,940","00:15:09,282",s,10
2101,"Eh, he said, thank you very much, he thinks you look very pretty tonight, your hair, golden like the sun.",Mischa,joy,207,11,3,15,"00:15:22,838","00:15:28,343",s,11
2110,so we finally get to the top of the mountain and airhead here forgets the camera!,Danny,disgust,208,0,5,10,"00:15:09,575","00:15:15,496",s,0
2111,"Oh, y'know the same thing happened to me one time.",Joey,neutral,208,1,5,10,"00:15:15,506","00:15:18,666",s,1
2112,When did that happen to you?!,Chandler,surprise,208,2,5,10,"00:15:19,960","00:15:22,670",q,2
2113,Don't you remember when we were jogging in the park and we saw that really pretty bird and wanted to take a pictureI didn't have my camera!,Joey,neutral,208,3,5,10,"00:15:23,088","00:15:29,427",ans,3
2114,"Oh yeah. First off all, chasing the Churo guy isn't jogging.",Chandler,disgust,208,4,5,10,"00:15:29,595","00:15:33,056",o,4
2115,"Oh, this is so good you have got to try it.",Krista,joy,208,5,5,10,"00:15:34,725","00:15:38,019",o,5
2116,"Oh, damn! I got it on my pants.",Danny,anger,208,6,5,10,"0:15:49,031","0:15:51,242",s,6
2117,"Here, I'll get it.",Krista,neutral,208,7,5,10,"0:15:51,242","0:15:52,177",s,7
2118,We'd better take these pants off upstairs or that stain's gonna set.,Krista,neutral,208,8,5,10,"00:16:01,335","00:16:03,586",o,8
2119,Yep. I'm gonna wear these on our date tonight.,Danny,joy,208,9,5,10,"0:16:03,754","0:16:05,506",ag,9
2120,"Oh, great!",Rachel,surprise,208,10,5,10,"0:16:05,506","0:16:07,062",oth,10
2121,"Okay, bye! Oh my God!!",Chandler,joy,208,11,5,10,"00:16:08,092","00:16:10,677",g,11
2140,"So Chandler, your parents must've been thrilled when you told them you were engaged.",Mrs. Geller,joy,211,0,7,2,"00:09:26,023","00:09:29,734",o,0
2141,"Oh yeah, I should probably call them.",Chandler,neutral,211,1,7,2,"00:09:29,986","00:09:32,195",o,1
2142,I remember when we first got engaged.,Mr. Geller,joy,211,2,7,2,"00:09:33,239","00:09:35,490",s,2
2143,"Oh, I don't think I ever heard that story.",Chandler,neutral,211,3,7,2,"0:09:35,700","0:09:37,222",o,3
2145,"Well, I'd gotten Judy pregnant. I still don't know how that happened.",Mr. Geller,joy,211,5,7,2,"00:09:38,077","00:09:43,999",s,4
2146,You don't know how that happened?! Your dog thought my diaphragm was a chew toy!,Mrs. Geller,disgust,211,6,7,2,"00:09:44,166","00:09:48,503",s,5
2147,What a sweet story.,Chandler,neutral,211,7,7,2,"00:09:51,507","00:09:53,258",o,6
2148,"Well, at least you're not hearing it for the first time at your fifth grade Halloween party.",Monica,disgust,211,8,7,2,"00:09:54,343","00:09:57,220",s,7
2149,What?! They wanted a scary story!,Mr. Geller,surprise,211,9,7,2,"00:09:57,471","00:09:59,097",s,8
2150,"Anyway, we're really excited about our wedding plans, and well I guess pretty soon we'll be making a big withdrawal from the Monica wedding fund.",Monica,joy,211,10,7,2,"00:10:00,725","00:10:09,190",s,9
2151,What?,Monica,surprise,211,11,7,2,"0:10:12,278","0:10:13,154",q,10
2152,"You tell her Jack, I can't do it.",Mrs. Geller,fear,211,12,7,2,"0:10:13,154","0:10:14,981",ans,11
2192,"Okay, Mon, back me up here.",Ross,neutral,218,1,4,11,"0:12:18,112","0:12:19,338",c,0
2193,"Where you work the uh, waiters eat with the waiters, right?",Ross,neutral,218,2,4,11,"00:12:19,488","00:12:22,657",q,1
2194,"And the chefs eat with the other chefs, right?",Ross,neutral,218,3,4,11,"00:12:22,867","00:12:25,368",q,2
2195,I eat by myself in the alley because everybody hates me.,Monica,sadness,218,4,4,11,"00:12:25,661","00:12:29,998",ans,3
2196,"Look, Ross, really it's-it's no big deal.",Joey,neutral,218,5,4,11,"00:12:32,293","00:12:38,339",o,4
2197,"Y'know you wear a white coat, I wear a blue blazer, if that means we can't be friends at work, then so be it.",Joey,sadness,218,6,4,11,"00:12:35,880","00:12:42,302",o,5
2198,"Y'know, hey I understand.",Joey,neutral,218,7,4,11,"0:12:42,511","0:12:43,683",s,6
2199,Y'know?,Joey,neutral,218,8,4,11,"0:12:43,683","0:12:43,984",b,7
2200,"Hey, when I'm in a play and you're in the audience, I don't talk to you, right?",Joey,neutral,218,9,4,11,"00:12:44,221","00:12:48,933",s,8
2201,"So it's y'know, it's uh, it's cool.",Joey,neutral,218,10,4,11,"00:12:49,852","00:12:52,187",o,9
2202,I'll see you tomorrow.,Joey,neutral,218,11,4,11,"00:12:52,438","00:12:53,938",s,10
2203,"Yeah, when we're in the audience he doesn't talk to us, but he does wave.",Rachel,neutral,218,12,4,11,"00:12:57,067","00:13:00,069",s,11
2204,You did look like an idiot.,Chandler,joy,219,0,5,8,"00:06:44,612","00:06:46,780",o,0
2205,"Hey, I wasn't the only one who looked like an idiot.",Joey,neutral,219,1,5,8,"0:06:47,949","0:06:50,202",o,1
2206,All right?,Joey,neutral,219,2,5,8,"0:06:50,202","0:06:50,606",b,2
2207,"Remember when Ross tried to say, ""Butternut squash?""",Joey,joy,219,3,5,8,"00:06:51,285","00:06:53,912",s,3
2208,"And it came out, ""Squatternut buash?""",Joey,joy,219,4,5,8,"00:06:54,080","00:06:57,499",s,4
2209,Yeah that's the same.,Ross,neutral,219,5,5,8,"00:06:59,919","00:07:02,170",o,5
2210,That's it. That's my worse Thanksgiving.,Monica,sadness,219,6,5,8,"00:07:04,006","00:07:05,799",o,6
2211,Oh wait! That can't be the one Rachel's talking about. She didn't even know that happened. So which one was it?,Phoebe,neutral,219,7,5,8,"00:07:05,967","00:07:13,723",q,7
2213,"Umm, I-I really don't want to tell this story.",Monica,sadness,219,8,5,8,"00:07:13,891","00:07:16,351",ans,8
2214,"Oh, come on Monica, reliving past pain and getting depressed is what Thanksgiving is all about.",Chandler,neutral,219,9,5,8,"00:07:16,519","00:07:21,648",o,9
2215,"Y'know, for me anyway.",Chandler,sadness,219,10,5,8,"0:07:22,859","0:07:24,381",oth,10
2216,"And of course, the Indians.",Chandler,sadness,219,11,5,8,"0:07:24,381","0:07:25,783",s,11
2231,Bing! Ho! And the Bing-ette!,Doug,joy,222,0,8,11,"00:03:38,593","00:03:41,970",oth,0
2232,"Honey, you remember my boss Doug right?",Chandler,neutral,222,1,8,11,"0:03:42,138","0:03:44,307",q,1
2233,"Yes, hi.",Monica,neutral,222,2,8,11,"0:03:44,307","0:03:44,886",ans,2
2234,"Hi. So good news, the divorce is final. I signed the papers this A.M.",Doug,joy,222,3,8,11,"00:03:44,974","00:03:49,394",s,3
2235,"I didn't know you and Carol were getting divorced, I'm sorry.",Chandler,sadness,222,4,8,11,"00:03:49,562","00:03:52,022",s,4
2236,"Sorry? Finally chewed my leg out of that bear trap. Hey, congratulations to you guys though!",Doug,joy,222,5,8,11,"00:03:52,190","00:04:01,365",g,5
2237,No leg-chewing for us sir.,Monica,neutral,222,6,8,11,"00:03:56,653","00:04:01,365",s,6
2238,"Oh well, give it time.",Doug,neutral,222,7,8,11,"00:04:01,532","00:04:03,200",o,7
2239,"So the divorce, the marriage, we've got a lot to celebrate.",Doug,joy,222,8,8,11,"00:04:04,452","00:04:08,622",o,8
2240,How about we all go out to dinner tomorrow night?,Doug,neutral,222,9,8,11,"00:04:08,790","00:04:11,667",q,9
2242,"Tomorrow night it is then, I should be out of court by six.",Doug,joy,222,11,8,11,"00:04:17,548","00:04:25,847",ans,10
2243,They keep throwing these sexual harassment cases at me and I keep knocking them out of the park!,Doug,joy,222,12,8,11,"00:04:20,551","00:04:25,847",s,11
2251,"Now maybe you just like wanna but the whole duck in there! Who cares, y'know? Now I got the legs",Emeril,neutral,223,0,5,4,"00:12:18,279","00:12:24,409",oth,0
2252,"How many times have I told you guys, you",Chandler,neutral,223,1,5,4,"00:12:27,121","00:12:32,167",o,1
2253,Hi Chandler.,Monica,neutral,223,2,5,4,"0:12:33,043","0:12:33,895",g,2
2254,Hey!,Chandler,neutral,223,3,5,4,"0:12:33,895","0:12:34,772",g,3
2255,"Uh, listen, I need that broiling pan that Joey borrowed the other day.",Monica,neutral,223,4,5,4,"00:12:34,879","00:12:37,714",s,4
2256,"Oh that was yours? Uh, yeah, we used it when the duck was throwing up caterpillars.",Chandler,sadness,223,5,5,4,"00:12:37,882","00:12:47,432",s,5
2257,William Sonoma,Monica,neutral,223,6,5,4,"00:12:44,430","00:12:47,432",oth,6
2258,Expect it in 4-6 weeks.,Chandler,neutral,223,7,5,4,"00:12:47,600","00:12:49,225",s,7
2259,"Umm, hey, umm, Joey's gonna be at the telethon for the rest of the day, we have the whole place to ourselves.",Chandler,neutral,223,8,5,4,"00:12:50,936","00:12:59,277",s,8
2260,"Yeah, so?",Monica,neutral,223,9,5,4,"00:12:57,777","00:12:59,277",q,9
2261,"Well I just, thought maybe you'd wanna book some time with the best you'd ever had.",Chandler,neutral,223,10,5,4,"00:12:59,445","00:13:04,574",ans,10
2262,"Y'know what, champ? I think I'll pass.",Monica,neutral,223,11,5,4,"00:13:05,618","00:13:09,037",o,11
2272,Ugh. Ross!,Carol,disgust,225,0,3,17,"00:21:58,608","00:22:00,735",g,0
2273,Hi! Sorry I'm late. Were you sleeping?,Ross,neutral,225,1,3,17,"00:21:58,608","00:22:03,446",q,1
2274,"Ahh, nooo!!",Carol,joy,225,2,3,17,"00:22:02,000","00:22:03,446",ans,2
2275,"Oh, great!",Ross,joy,225,3,3,17,"00:22:03,613","00:22:04,989",o,3
2276,"Listen, oh I had to get you a whole new battery.",Ross,neutral,225,4,3,17,"00:22:06,158","00:22:09,452",s,4
2277,"I got you the best one I could, cause that's not where you want to skimp.",Ross,neutral,225,5,3,17,"00:22:06,158","00:22:11,495",s,5
2278,"You're a genius, Ross.",Carol,joy,225,6,3,17,"00:22:11,705","00:22:12,830",o,6
2279,"Yeah, well it came to about $112, but what the hell, just call it an even 110?",Ross,neutral,225,7,3,17,"00:22:13,081","00:22:20,629",s,7
2280,"Okay, I'll pay you tomorrow.",Carol,neutral,225,8,3,17,"00:22:18,587","00:22:20,629",s,8
2283,"So they ah, they all took off, it was pretty hard watching them go, y'know?",Ross,sadness,225,9,3,17,"00:22:20,839","00:22:26,635",s,9
2284,"Yeah, okay, bye.",Carol,neutral,225,10,3,17,"00:22:26,887","00:22:28,471",g,10
2285,So I'm gonna take off then!,Ross,neutral,225,11,3,17,"00:22:32,517","00:22:34,769",s,11
2286,"Hey! Oh right, tonight was your party.",Rachel,surprise,226,0,5,7,"00:18:30,192","00:18:33,194",s,0
2287,"Oh wow, you look great! Glad you could make it.",Danny,joy,226,1,5,7,"00:18:33,403","00:18:35,530",o,1
2288,"Oh well, y'know, the gala had to end sometime.",Rachel,neutral,226,2,5,7,"00:18:35,739","00:18:39,492",s,2
2289,"Don't go anywhere, I'll be right back.",Danny,neutral,226,3,5,7,"00:18:39,660","00:18:41,577",c,3
2290,"Yeah, sure. All right, whose court is the ball in now?",Rachel,neutral,226,4,5,7,"00:18:41,745","00:18:47,708",q,4
2291,I thought there wasn't a ball?,Monica,neutral,226,5,5,7,"00:18:48,293","00:18:49,919",q,5
2292,"Oh, come on! He's glad that I came, he doesn't want me to go anywhere, balls flying all over the place!",Rachel,neutral,226,6,5,7,"00:18:51,880","00:19:01,681",o,6
2293,"Rachel, this is my friend Tom.",Danny,neutral,226,7,5,7,"00:19:00,055","00:19:01,681",s,7
2294,"Oh, go on! You telling people about me?",Rachel,surprise,226,8,5,7,"00:19:04,726","00:19:07,937",q,8
2295,You two could really hit it off! I'm gonna go mingle.,Danny,joy,226,9,5,7,"00:19:08,147","00:19:12,859",o,9
2296,So you work at,Tom,neutral,226,10,5,7,"00:19:14,820","00:19:19,365",s,10
2297,"Yeah, okay, at ease solider!",Rachel,neutral,226,11,5,7,"00:19:25,122","00:19:28,040",c,11
2325,"Okay, that's a fire. Oh yeah. Oh yeah.",Ross,neutral,231,0,3,15,"00:10:11,027","00:10:15,405",s,0
2326,"Excuse me, I'm sorry, I'm gonna have to call you back, I've got a Schemp in my office.",Rachel,neutral,231,1,3,15,"00:10:15,573","00:10:19,200",ap,1
2327,What are you doing?,Rachel,neutral,231,2,3,15,"0:10:22,455","0:10:23,837",q,2
2328,I'm sorry.,Ross,neutral,231,3,3,15,"0:10:23,837","0:10:24,589",ap,3
2329,"But ah, hey, oh, somebody's off the phone, how bout a glass of wine by the fire, I could get it going again.",Ross,neutral,231,4,3,15,"00:10:24,707","00:10:31,296",o,4
