Dialogue_ID,Utterance_ID,Utterance,Emotion
2724,5,What can you see from a tram or a double-decker?,neutral
2724,6,I can see people who are walking on the sidewalk. I can see cars driving on the streets. I can see the sun shining and beautiful flowers dancing in the wind. I can even smell the scent of flowers and the freshness of the air.,neutral
2724,7,But they are not as convenient as the subway.,neutral
2724,8,You miss the point! We are not in a hurry to go anywhere.,neutral
2724,9,"Well, maybe you are right. We'll be more amused in a tram or a double-decker than on the subway.",joy
2724,10,I'm so glad you can finally see things in my way. Can we leave this dull place now?,joy
2724,11,What about the tickets? I've already bought them.,neutral
2724,12,Just throw them away!,neutral
2747,0,Do you have any plans for tomorrow night?,neutral
2747,1,Not really. I wasn thinking of maybe going to a movie. Do you want to go with me?,neutral
2747,2,Sure. What movies were you thinking about going to?,neutral
2747,3,Have you heard of Hot Fuzz?,neutral
2747,4,Yes. Isn't the director of that movie the same guy who directed Shaun of the Dead?,neutral
2747,5,That's the one. It's an actioncomedy. What do you think?,neutral
2747,6,"To be honest, I didn't really like Shaun of the Dead. Besides, I like movies with a happy ending best.",neutral
2747,7,What do you have in mind?,neutral
2747,8,"I was thinking of seeing You, Me and Dupree. It's a typical Hollywood blockbuster.",neutral
2747,9,Isn't that the chick flick with Kate Hudson and Owen Wilson?,neutral
2747,10,"Yeah, I suppose you wouldn't want to see that, huh?",neutral
2747,11,Not really. Do you like biographical / drama films?,neutral
2747,12,It depends on who the film is about. Which movie did you have in mind?,neutral
2747,13,Anne Hathaway is in a new movie called Becoming Jane which is based on a true story about Jane Austen.,neutral
2747,14,That sounds fantastic! What time is it playing?,joy
2747,15,"It's on at 8 pm at the Phoenix Theatres. I have a membership there, so I can book the tickets ahead of time.",neutral
2747,16,Great. Shall I meet you there around 7 forty-five tomorrow night?,joy
2747,17,Sounds good. I'll see you then!,joy
2773,0,"I tried to ask the bank teller why it changed, but she didn't speak English well enough.So I decided to go to the magazine shop. The one around the corner.And I bought an American newspaper.",neutral
2773,1,What happened?,neutral
2773,2,It seems that yesterday the Mexican government declared wouldn't pay back the loans it got from the World Bank.The government declared a default on the loans.,neutral
2773,3,That's serious.,neutral
2773,4,"I know. The economy here is having serious problems.But because the government declared a default, the currency value went way down.",neutral
2773,5,So now Mexican pesos are worth about half as much.,neutral
2773,6,"Yes, it's an amazing drop.",neutral
2773,7,Wow. I feel sorry for the Mexicans. But it's good for us.,neutral
2773,8,"Yes, it's very good. We suddenly have twice as much money to spend here.Our hotel is now half as expensive as when we got here! Isn't that strange?",neutral
2773,9,"Yes, and you know what?",neutral
2773,10,What?,neutral
2773,11,"I don't really like this hotel that much.So tonight, now that we are so rich, tonight why don't we stay in the most expensive hotel in town?",joy
2773,12,Why not? We should do it. Because now we can afford it.,joy
2783,0,What do you think of the way people use and treat animals?,neutral
2783,1,"I think most people treat animals well, but we are often cruel to animals. When we raise animals for food, the conditions they live in are often poor.",neutral
2783,2,Perhaps people should stop eating animals. We could grow more crops.,neutral
2783,3,"What would you do with all the animals? You couldn ’ t just let them go. Besides, some people would still hunt them. Meat has become an integral part of our diet.",neutral
2783,4,We could provide them with better conditions anyway. We should certainly try to improve the conditions at zoos. We should try to recreate the natural conditions as much as possible.,neutral
2783,5,"That ’ s true. I think zoo are a good idea, because they allow people to get close to animals. I think it ’ s good for kids to see wild animals.",neutral
2783,6,I agree. I ’ m an adult and I love going to the zoo. I don ’ t like animals experiments though. I believe that we can do tests in other ways.,neutral
2783,7,I read that the number of animals being used in experiments is falling dramatically as new techniques are being introduced.,neutral
2783,8,That ’ s good news. The good thing is that most people treat their pets well.,neutral
2783,9,"Sometimes you read about people who have been cruel to pets or other animals, but those stories are rare.",neutral
2783,10,Have you every given money to any of the charities that take care of animals.,neutral
2783,11,"Yes, I have. They do an excellent job.",neutral
2803,0,"Hey, that's a really nice outfit you have on.",joy
2803,1,Thank you. I wasn't sure if it looked okay or not.,joy
2803,2,"Oh, you look stunning. Your dress really goes well with your shoes.",joy
2803,3,I'm glad that you think so. I thought it might be a bit too revealing.,joy
2803,4,"No, not at all. It looks really classy on you. Where did you pick that up?",joy
2803,5,I got it on sale down at the department store.,neutral
2803,6,When did you go there?,neutral
2803,7,"I was just there a couple of days ago. You know, you should go down there too. They have a lot of stylish clothes on sale.",neutral
2803,8,I might just do that. What style of clothes do they have?,neutral
2803,9,Anything you want. They have both casual and formal styles.,neutral
2803,10,I was hoping to get a few new ties for my collection.,neutral
2803,11,That's a good idea.,joy
2817,0,What's the bonus like at your company?,neutral
2817,1,"Well, it's OK, I suppose. We get about the equivalent of six months'salary.",neutral
2817,2,Six months'salary? Are you serious? That's incredible!,surprise
2817,3,Maybe. But you'd be amazed at how little's left after the credit companies have deducted their share from my account.,neutral
2817,4,"Hey, I know what that's like. I bought a BMW on my Visa card. Now the payments really hurt.",neutral
2817,5,"Well, you're lucky that you're still able to make your payments. I missed a credit payment last month. Now my bank account's overdrawn, and the company is threatening to take back my purchases.",neutral
2817,6,What did you buy?,neutral
2817,7,A new home health monitor.,neutral
2817,8,"Health Monitor? I read an article about that racket.They're overpriced to begin with! Listen, if I were you, I'd let them take back their monitor and spend my money on something more practical.",surprise
2817,9,You're kidding!,surprise
2817,10,No joke!,neutral
2817,11,That's something else! Maybe I'll return it to them.,neutral
2826,0,Sarah. You look terrible. What's wrong?,neutral
2826,1,My grandmother just passed away.,sadness
2826,2,I'm so sorry to hear that. When did this happen?,neutral
2826,3,A couple of days ago. I just go back from the funeral.,sadness
2826,4,Is there anything I can do?,neutral
2826,5,No... not really. The sad thing is that I wasn't there when she died. I really wanted to be there one last time.,sadness
2826,6,I'm sure she knew you loved her. Did she pass away in the hospital?,neutral
2826,7,Yeah. She died in her sleep.,neutral
2826,8,I'm sorry she's gone.,neutral
2826,9,At least she didn't suffer.,neutral
2826,10,I think your grandmother would want you to think of all the good times you spent together.,neutral
2826,11,I know. But I miss her.,neutral
2826,12,"When my grandmother passed away, I frequently visited her in the cemetery. I always talked to her. Even though she wasn't there, I somehow knew she heard what I said.",neutral
2826,13,Yeah? That's what I was thinking too. Thanks.,joy
2826,14,It looks like you haven't eaten anything all day. We should get you something to eat.,neutral
2826,15,You're right... I should eat something. Let's go.,joy
2863,0,"Hey Sarah, are you all right? You look upset.",neutral
2863,1,"As a matter of fact, I am a bit upset. I just came out of a meeting and it didn't go very well.",sadness
2863,2,What happened?,neutral
2863,3,"No one would listen to any of my suggestions. Instead, they just kept arguing with each other.",neutral
2863,4,Who was chairing the meeting?,neutral
2863,5,Bob.,neutral
2863,6,"Well, I can tell you from experience that Bob might come off a little strong sometimes.",neutral
2863,7,That's exactly what happened! He kept interrupting everyone with his own suggestions and did not want to hear what others had to say. Then he expected everyone to agree with him.,neutral
2863,8,What was the meeting about?,neutral
2863,9,We were trying to come up with ideas to streamline the office's workflow to make it more efficient.,neutral
2863,10,It's ironic that the meeting was anything but efficient.,neutral
2863,11,"Exactly. I had tons of ideas that I wanted to share, but they just wouldn't let me finish. What should I have done to get my point across?",neutral
2863,12,"You have to keep things short and sweet. When you get a chance to speak, try not to get into too many unnecessary details.",neutral
2863,13,Short and sweet? But what if I have to explain something complicated?,neutral
2863,14,You can always bring up the main points during the meeting and speak to those who are directly involved after the meeting. Not everyone needs to know all that information.,neutral
2863,15,"That's a good idea, I think I will try that at the next meeting.",joy
2930,0,Good morning. Mrs.Smith.,neutral
2930,1,"Good morning! Can you help me, please? I'm looking for some books for my mother.",neutral
2930,2,"Well, what kind of books does she like?",neutral
2930,3,She's very fond of detective stories?,neutral
2930,4,I see. Has she read any detective stories?,neutral
2930,5,"Oh, yes!",neutral
2930,6,Do you know if she's read this one?,neutral
2930,7,"I'm not sure, but she probably won't remember if she has! She's very forgetful!",neutral
2930,8,Ah! She has a bad memory. How old is she?,neutral
2930,9,She's eighty-seven.,neutral
2930,10,I suggest you take this book. It's very exciting.,joy
2930,11,Thank you. That's a good idea.she likes exciting books. Can you suggest another one?,joy
2950,0,Do you like plum blossoms?,neutral
2950,1,Certainly. I prefer the winter and I love plum blossoms much more.,neutral
2950,2,It's snowing heavily. What about taking a walk?,joy
2950,3,Seeking plum blossoms with stepping on the snow? That's a good idea. Let's go!,joy
2950,4,What a heavy snow!,neutral
2950,5,Take care! Don't slip down to the ground.,neutral
2950,6,I've got it. I like the sound of stepping on the snow very much.,neutral
2950,7,Yes. Very wonderful.,joy
2950,8,Do you smell the sweet scent?,joy
2950,9,Yes. It should be the fragrance of plum blossoms.,joy
2950,10,The fragrance of plum blossoms comes from the hard coldness.,joy
2968,0,"Hi, Larry, how was your weekend?",neutral
2968,1,Not bad. We had a get-together with friends from college. I haven't seen many of them since graduation. How about you?,neutral
2968,2,"Great. I hung out with Jo all day shopping, and the went out for dinner together.",joy
2968,3,Sounds a good weekend. You know it always amazes me that two people as different as you and Jo can become such close friends.,joy
2968,4,"Yeah, I never thought we could be good friends either. We have our differences. She's more outgoing and active while I am more quiet and reversed, but we still get along extremely well. We can talk for hours about anything.",joy
2968,5,That's great. I know people who can't stand each other for even five minutes.,joy
2968,6,"When Jo and I are together, we argue a lot, but that's also part of the fun. Besides, I know she will always be there for me when I need her, and she knows I'll be there for her.",joy
2968,7,It seems you two bring out the best of one another.,joy
2968,8,Exactly. Having Jo as my friend is one of the best things that's ever happened to me.,joy
2968,9,"Yeah, you are so lucky to have found each other.",joy
2968,10,"Thanks, I think so too.",joy
2987,0,What is the movie you saw last night?,neutral
2987,1,"It is a new film,'Transformer'.",neutral
2987,2,How do you like it?,neutral
2987,3,"I expected too high from that movie, but I was a bit disappointed about it.",neutral
2987,4,But I heard the box office rose up to 15 million in the first week.,neutral
2987,5,Box office can't explain everything. I do not think it is cheerful or well-made. The plot is old and the female character is not pretty.,neutral
2987,6,"My sister has given me two tickets for tonight. It is called'The life of Rose', a French movie.",neutral
2987,7,What's it about?,neutral
2987,8,It tells the lifetime of a lady singer from a beggar in the street to a famous singer in the world. It is a kind of tragedy.,neutral
2987,9,I prefer the tragedy. It is moving and makes me ponder about my life.,neutral
2987,10,Let's go. The time is coming.,joy
2987,11,We can buy the popcorn before entering the cinema.,joy
2991,0,Do you like music?,neutral
2991,1,"Well, it depends.",neutral
2991,2,Do you think the music is well-matched?,neutral
2991,3,"No, I think the music is too fast.",neutral
2991,4,How about the words of the song?,neutral
2991,5,It sounds nice.,neutral
2991,6,I like it. Naturally it can arouse your feelings.,joy
2991,7,"Yes, I think so. It's very emotional.",joy
2991,8,"Of course, and I also like the rhythms.",joy
2991,9,Full of energy and hope.,joy
2991,10,Really. It's worth listening to and enjoying.,joy
2991,11,Certainly it is. It's worth an Academy Award.,joy
3008,0,I'm going over to the gym. I want to do some running.,neutral
3008,1,Why don't you run outside?,neutral
3008,2,Are you kidding? Do you know how cold it is today?,neutral
3008,3,"Yeah, I suppose. I guess it isn't healthy to run in this weather.",neutral
3008,4,"No, it's not. Not at all. I'd probably freeze my lungs.",neutral
3008,5,Wait for me a minute. I'll go over to the gym too.,neutral
3008,6,You?,neutral
3008,7,"Yes, why not? Just let me get my gym clothes together.",neutral
3008,8,I didn't know you could exercise.,neutral
3008,9,What do you mean by that? Everyone can exercise!,neutral
3008,10,"Yeah, I know. But you? I always thought you were only good at lifting beer bottles to your mouth.",neutral
3008,11,"No, not at all. I was on the swimming team in high school.And I'd like to do some weight training. They have decent equipment at that gym.",neutral
3008,12,You're going to lift weights? Hah!,neutral
3008,13,Are you laughing at me?,neutral
3008,14,I'm sorry. I just can't imagine you lifting weights.,neutral
3008,15,Maybe not. But I want to start. I need to get in shape. I feel these past couple months that my energy is low.,neutral
3008,16,"It's true. If a person doesn't exercise, they get sluggish.That's why I keep running. Even in the winter.",neutral
3008,17,So I need to do something too.,neutral
3008,18,But lifting weights isn't the best thing.You should do some kind of aerobic exercise.,neutral
3008,19,"I know. But I want to start today with a little weight lifting.Then I'm going to buy a new swimming suit and goggles, and every other day I'm going to go swim laps in the pool. How does that sound?",neutral
3008,20,It sounds like a good plan to me. I'm still... I mean...,neutral
3008,21,What?,neutral
3008,22,I'm still just surprised you really want to do it.It doesn't seem to go with your character.,neutral
3023,0,did you get my email?,neutral
3023,1,I certainly did. Do you want to come in and give me some feedback about your weekend?,neutral
3023,2,sure.,neutral
3023,3,how did the business trip go?,neutral
3023,4,"well, to be honest, nothing is more stressful than going on a business trip with our boss.",disgust
3023,5,"I understand. The last time I went on a business trip with the boss, I didn't even have enough to eat!",neutral
3023,6,I also think the company is pretty cheap with travel expenses. I spent half of the weekend on a train! Surely they could have afforded to buy a few plane tickets!,neutral
3023,7,our company is quite conscious of the environmental problems that frequent flying causes.,neutral
3023,8,"I see. Well, then perhaps they could give me a few days off after a business trip. It was really tiring for me.",neutral
3023,9,I can ask the boss about giving you the day off today.,joy
3023,10,thank you. I can't imagine getting much done today. I'm just too exhausted!,joy
3023,11,no problem. Did you bring any gifts back for your department?,joy
3023,12,"no, should I have?",neutral
3024,0,Hello!,neutral
3024,1,Is that the box-office?,neutral
3024,2,Yes.,neutral
3024,3,"I'd like to book two tickets for the film'Jane Eyre'for this evening, please.",neutral
3024,4,"Just a minute please. Oh, I'm sorry, all the tickets for tonight have been sold out.",neutral
3024,5,What a pity! How about tomorrow evening?,neutral
3024,6,"Oh, you're lucky, there are just two tickets left. Do you want to take them?",joy
3024,7,"Wonderful, I'll take them.",joy
3024,8,"OK, your name and telephone number please.",neutral
3024,9,Wang Min. Telephone number is 13811658. Can I pick the tickets this afternoon?,neutral
3024,10,"Yes, of course.",joy
3024,11,Thank you very much.,joy
3071,0,I can ’ t believe my English teacher is making me read pride and prejudice!,surprise
3071,1,"Why not! It ’ s a classic. In fact, it ’ s one of my favorite novels.",neutral
3071,2,But it ’ s so old.,neutral
3071,3,Don ’ t judge a book by its cover. Do you Kwon what it ’ s about?,neutral
3071,4,"No, not at all.",neutral
3071,5,"First of all, it ’ s a romance novel, set in the early 19th century.",neutral
3071,6,I didn ’ t realize it was a romance novel. What ’ s the main storyline?,neutral
3071,7,It ’ s basically about a father who tried to marry off one of his five girls.,neutral
3071,8,Why does he want to do that?,neutral
3071,9,"Since he doesn ’ t have a son, he hopes that one of the girls will marry a wealthy man. That way, all of his daughters will be cared for.",neutral
3071,10,Won ’ t they get his inheritance?,neutral
3071,11,"No, that ’ s the problem. Though they are well-off, once he dies, his house will go to his cousin. So, when he dies, the girls will have nothing.",neutral
3071,12,I see. This sounds interesting! Maybe my teacher isn ’ t so horrible after all.,joy
3071,13,"So, are you going to read the novel or watch the movie?",neutral
3071,14,There ’ s movie? My teacher didn ’ t tell me that!,surprise
3071,15,That ’ s probably because she wants you to read the book first.,neutral
3071,16,It would take a lot less time...,neutral
3071,17,How about this. When you finish the book. I ’ ll get the movie and watch it with you.,neutral
3071,18,Ok. That sounds like a deal.,joy
3098,0,"Hello, I'm Jack. Are you Christina?",neutral
3098,1,"Yes I am. Nice to meet you, Jack.",neutral
3098,2,"Are you from Italy, Christina?",neutral
3098,3,"No, I am German. I live in Munich.",neutral
3098,4,"Really, I went to Munich last week.",surprise
3098,5,And did you like it?,neutral
3098,6,"Oh, yes. It is a fantastic city. And I like German food as well.",joy
3098,7,"And where are you from, Jack?",neutral
3098,8,I am from California in the United States. But I am now studying in England.,neutral
3098,9,What are you studying?,neutral
3098,10,I am studying languages. This year I am doing German and Italian.,neutral
3098,11,"Oh, excellent. Why don't we talk in German for a while then?",joy
3103,0,"Mary, how was your date with john?",neutral
3103,1,It's ok. It seems we have a lot in common.,neutral
3103,2,"Oh, really. That is great news. What does he look like?",surprise
3103,3,"He is tall and slim, fair-haired.",neutral
3103,4,Sounds like he is pretty cute. What do you think of him?,joy
3103,5,He is a nice guy and very considerate. I was impressed with how smart he was and he has a great sense of humor.,neutral
3103,6,"Oh, it's love at first sight. When will you see each other again?",neutral
3103,7,"He didn't say, but he said he would call me.",neutral
3103,8,Maybe he is busy with his work. Just wait and try not to think about it too much!,neutral
3103,9,"Oh, steve. Stop it! I am a bit nervous! What if he doesn't call?",neutral
3103,10,"Come on, Mary, you're a total catch. I bet he will call you. Don't worry.",joy
3103,11,"Thank you, Steve. You're always so encouraging.",joy
3103,12,That's what friends are for.,joy
3132,0,"Hey John, did you register for classes yet?",neutral
3132,1,I register this Friday.,neutral
3132,2,What classes do you plan on taking?,neutral
3132,3,"I really want to take the communication class, but I don't know if it will be available.",neutral
3132,4,Is that class really that popular?,neutral
3132,5,"Yeah. I tried to get in last semester, but it was full by the time I registered.",neutral
3132,6,What other classes are you going to take?,neutral
3132,7,"I still need to take English 201, but I really don't like writing.",neutral
3132,8,"I took that class already. There is a lot of writing, but it's not that bad.",neutral
3132,9,Oh really? Who was the instructor? There are like 4 different instructors to choose from.,surprise
3132,10,I had Professor Mahoney.,neutral
3132,11,Is he an easy grader?,neutral
3132,12,"I'm not sure if he is or not, but I thought he was definitely fair.",neutral
3132,13,Do you mind if I ask you what you got?,neutral
3132,14,Not at all. I got a 3.8.,neutral
3132,15,"Well, what did you get in English 101 last year?",neutral
3132,16,I got a 4.0 in that class.,neutral
3132,17,"Well, I can't compare to you. I got a 3.1 in English 101. That means if you got a lower grade in English 201, it must be harder.",neutral
3132,18,"It's not what it appears. I actually tried harder in the 101 class. If I put as much effort into the 201 class, I would have received the same grade.",neutral
3132,19,Oh. That helps. Thanks.,neutral
3149,0,What sport do you like the most?,neutral
3149,1,I like baseball the best.,neutral
3149,2,Me too. Did you play when you were a kid?,neutral
3149,3,Yeah. I played until I graduated from high school.,neutral
3149,4,What position did you play?,neutral
3149,5,"I think I tried every position, but the last few years, I played third base.",neutral
3149,6,I hate third base. It's scary when the ball is coming at you so fast.,neutral
3149,7,"It was scary at first, but after awhile, I got used to it. If you have fast reflexes, then it's not really a problem. What position did you play?",neutral
3149,8,I played outfield. I hated the infield because I never figured out all the bounces.,neutral
3149,9,"I wish I could play again, but there isn't much opportunities around here.",neutral
3149,10,"I'm on a softball league. It's not fast pitch, but it's still fun. You wanna join our group?",joy
3149,11,When do you guys play?,neutral
3149,12,We play either Tuesdays or Thursdays.,neutral
3149,13,Sounds pretty fun. I'll come out and join you next time.,joy
3168,0,What can I do for you?,neutral
3168,1,"I was looking for a book, but I couldn ’ t find it.",neutral
3168,2,Did you check our database to see if it was on the shelf?,neutral
3168,3,I already did.,neutral
3168,4,Is it on the shelf?,neutral
3168,5,I didn ’ t see it.,neutral
3168,6,Apparently somebody took that book out of the library.,neutral
3168,7,Will you ever get another copy?,neutral
3168,8,We will definitely be getting another.,neutral
3168,9,Could you please reserve it for me?,neutral
3168,10,That won ’ t be a problem.,neutral
3168,11,Thanks. I really appreciate that.,joy
3185,0,Do you like traveling?,neutral
3185,1,"Yes, I've just come back from Scotland.",neutral
3185,2,Where did you visit?,neutral
3185,3,I only had time to visit Edinburgh.,neutral
3185,4,How did you like it?,neutral
3185,5,It's fantastic.,joy
3185,6,Why did you go there?,neutral
3185,7,I went there on business.,neutral
3185,8,And do you have friends there?,neutral
3185,9,"Yes, a lot of friends.",joy
3185,10,You must have enjoyed yourself.,joy
3185,11,"Yes, and I look many pictures.",joy
3204,0,"Hi, my name is Ted, what ’ s yours?",neutral
3204,1,What?,neutral
3204,2,"I said, I ’ m Ted, who are you?",neutral
3204,3,"Huh? Oh, my name is Laura.",neutral
3204,4,"Do you somewhere often, Laura?",neutral
3204,5,"Huh? I can ’ t hear you, the music ’ s too loud.",neutral
3204,6,"Let ’ s go outside and talk. So Laura, do you come here often?",neutral
3204,7,"Hold on, my ears are still ringing from the music... what was it you asked me?",neutral
3204,8,I asked if you come here often.,neutral
3204,9,"Sometimes, usually once every few weeks. Do you?",neutral
3204,10,"No, this is my first time here.",neutral
3204,11,"I usually come with a group of friends. We dance a little, have a few drinks, and just have a good time.",neutral
3204,12,"Yeah, that ’ s why I ’ m here. My friends dragged me here, because they think I spend too much time studying.",neutral
3204,13,"That ’ s good. It ’ s good to hit the books, but you need to get out once in a while.",neutral
3204,14,"I guess so. But the music is too loud. I don ’ t mind getting out and meeting people, but next time I ’ ll do it in a park.",neutral
3216,0,Would you talk to me about taking one of Dr. Miller's classes?,neutral
3216,1,Yes. Have you ever been in one of his classes?,neutral
3216,2,I'm thinking about taking his class next semester.,neutral
3216,3,He was a very easy teacher. Are you thinking of taking a class with him?,neutral
3216,4,"I'm not sure because I really need to learn something, but I also worry about grades.",neutral
3216,5,"Grades are important, but don't you think that gaining the knowledge is important, too?",neutral
3216,6,I really need to learn this stuff.,joy
3216,7,He made everything so interesting that the time just flew by. Do you know what I mean?,neutral
3216,8,"Yes, that sounds right for me.",joy
3216,9,Did you know that he came here last year after 10 years in the military?,neutral
3216,10,"Yeah, I already knew that. That could be a good thing.",joy
3216,11,I think you know that you have to make the best decision for you. Enjoy your year!,joy
3235,0,Good afternoon.,neutral
3235,1,My goodness! It ’ s the afternoon? Doesn ’ t the time fly! Do come in and sit down.,surprise
3235,2,Thank you.,neutral
3235,3,What ’ s the time? My watch has stopped.,neutral
3235,4,It ’ s half past twelve.,neutral
3235,5,When do you have lunch?,neutral
3235,6,From one to two.,neutral
3235,7,What do you normally eat?,neutral
3235,8,We usually go to the cafeteria.,neutral
3235,9,"Oh, it ’ s time to have lunch now.",neutral
3235,10,let ’ s go together.,joy
3267,0,Which service offered by your bank do you use most?,neutral
3267,1,"I use several services. Of course, I deposit and withdraw money quite often. I often use my ATM card to take money out of my current account. I use my bank to exchange money from once currency to another. I often travel abroad, you see.",neutral
3267,2,Do you ever ask you bank for traveller ’ s cheques? They are much safer than carrying lots of cash around.,neutral
3267,3,"I sometimes use traveller ’ s cheques, but sometimes I travel to countries where they are hard to exchange for cash.",neutral
3267,4,Do you use your bank to pay your utility bills? I use direct debit.,neutral
3267,5,"Yes, I do. It save me a lot of time. I also have standing orders for my subscriptions to magazines.",neutral
3267,6,That ’ s good idea. You don ’ t need to worry about missing an issue of a magazine if you do that. I suppose you have a mortgage too.,joy
3267,7,Yes. My bank offers very good terms and conditions on mortgage. There ’ s a lot of competition between banks nowadays. Each one is trying to offer better conditions and services than the others.,neutral
3267,8,"I have a deposit account with my bank. There are some restrictions on withdrawing money, but the interest rate is much higher.",neutral
3267,9,I don ’ t have one. I prefer to buy shares. My bank also provides a share trading service. It ’ s cheap and easy to use.,neutral
3267,10,That ’ s great. But I prefer to put my money somewhere where the returns are more certain.,joy
3285,0,"Hi, Ben. Here are the top ten of this week's top chart.",neutral
3285,1,"Oh, great!",joy
3285,2,Which is your favorite in this ten?,neutral
3285,3,I like No. 4.,neutral
3285,4,You mean Sweet Heart.,neutral
3285,5,"Yes. In fact, I think it's much better than this week's No. 1.",neutral
3285,6,What do you think about Cold Wind?,neutral
3285,7,"I like it as well, but I don't think it's as good as Sweet Heart.",neutral
3285,8,So No. 4 is your favorite. Which one don't you like?,neutral
3285,9,Well. I don't like Your Lips very much.,neutral
3285,10,Why?,neutral
3285,11,"I think it's too slow makes me sleepy. In fact, it's the worst in this week ’ s top ten, if you ask me.",neutral
3285,12,Really? But it's my favorite.,surprise
3297,0,"excuse me, is this the way to the Greta Wall?",neutral
3297,1,"oh, it is really far from here. You ’ re going in the wrong direction actually.",neutral
3297,2,I must have taken a wrong turn.,neutral
3297,3,"it doesn ’ t matter. Go back the way you came. After about five kilometers, you ’ ll see a hotel on the side of the road. It ’ s a big one. You can ’ t miss it.",neutral
3297,4,and then?,neutral
3297,5,"take the next right. Drive about one click further, and you ’ ll see the entrance of the highway to the Great Wall.",neutral
3297,6,thanks a lot.,joy
3297,7,you ’ re welcome.,neutral
3297,8,"by the way, how long does it take?",neutral
3297,9,"without traffic, it takes about an hour.",neutral
3297,10,I heard the Great Wall closes early in the afternoon. Do you think I can make it before closing?,neutral
3297,11,"yes, I think so. It doesn ’ t close until 5 o ’ clock. You still have plenty of time.",neutral
3297,12,great! Thank you!,joy
3297,13,"my pleasure, and have a good time!",joy
3298,0,"Hello, Deva, how are you?",neutral
3298,1,Can't complain. What about you?,neutral
3298,2,Not bad. Have you heard Wendy divorced her husband?,neutral
3298,3,I've heard. She looks quite depressed.,neutral
3298,4,Yes. They used to be joined at the hip.,neutral
3298,5,I heard they were just married for 5 months.,neutral
3298,6,"Yes, she said they couldn't communicate well with each other and they often argued over trivial things.",neutral
3298,7,Yeah. Mixed marriage is tempting but crisis-ridden.,neutral
3298,8,"You said it. You know, they fall in love at first sight and quickly jumped into marriage.",neutral
3298,9,Maybe they were just attracted to each other but too different to be married.,neutral
3298,10,Yeah. We Chinese have quite different lifestyles and values from foreigners.,neutral
3298,11,Definitely. That's why many cross-cultural marriages end in divorce.,neutral
3298,12,We've heard so much about Chinese film stars divorcing foreigners.,neutral
3298,13,That's true.Just hope Wendy can recover from the pain of divorce soon.,neutral
3303,0,I would love to be famous and have thousands of adoring fans.,neutral
3303,1,Really? I ’ m not sure that I would like all the attention. There have been numerous cases of paparazzi interfering with star ’ s private live in recent years.,surprise
3303,2,"I love being photographed! If I were famous, I ’ d do interviews for all the top magazines, like cosmo and elle.",neutral
3303,3,"I wouldn ’ t mind having my photo taken a few times or being interviewed once or twice, but it would get tedious after a while. Imagine the things the gossip columnists would write about you.",neutral
3303,4,No-one really believes gossip columnists.,neutral
3303,5,"I think you ’ ll find that many people believe what they read in gossip columns. You ’ d also have to be very careful about every word you said. If you appeared on a chat show and said something silly, it",neutral
3303,6,"I think you ’ re right about that. I ’ d need a good manager to be my spokesperson. I could do a lot of charity work, which would help a lot of people.",neutral
3303,7,That ’ s a great idea. Which charities would you support?,joy
3303,8,"I love children, as you know, so probably a children ’ s charity.",neutral
3303,9,"You ’ d have to remember that anything you said or did might reflect on the charity, so you ’ d really need to be very careful. Anyway, I ’ d be the first to buy your posters and I ’ d attend your first book -",neutral
3303,10,"Thanks, but actually I was hoping I could ask you to write my biography.",joy
3317,0,Where is Pamela?,neutral
3317,1,Is she coming?,neutral
3317,2,She told me she'd be here.,neutral
3317,3,They are announcing your flight. You'd better board the plane.,neutral
3317,4,Are you rushing me?,neutral
3317,5,"I am just reminding you about the time. You don't want to miss the plane, do you?",neutral
3317,6,I know what I am doing. Don't worry. Can you do me a favor?,neutral
3317,7,Name it and I'll do it for you.,neutral
3317,8,Take care of Pamela when I am away. She is a nice girl. I don't want her to get hurt or anything.,neutral
3317,9,I've got it.,neutral
3317,10,Thank you. Now I see that you are my true friend. Most of my so-called friends left me at the moment my company went bankrupt. You are the only one who has stood by me the whole time.,joy
3317,11,I am just doing what I think I should do.,joy
3317,12,Thank you for being a friend of mine.,joy
3317,13,"This isn't like you... Well, I hope you will have a nice flight and a successful start in business.",joy
3317,14,"Thank you. I have to leave now. If you see Pamela, tell her I'll write to her.",neutral
3382,0,Is my hair done yet?,neutral
3382,1,"Yeah, I just need to make the final touches.",neutral
3382,2,How long until you're finished?,neutral
3382,3,I'm finished. What do you think?,neutral
3382,4,I like my hair so much.,joy
3382,5,Do you really?,joy
3382,6,It's beautiful.,joy
3382,7,"Well, thank you very much.",joy
3382,8,How much is it for my hair?,joy
3382,9,You owe me $ 55.,joy
3382,10,Thanks for everything.,joy
3382,11,You are very welcome. Come back again.,joy
3383,0,"Listen, Karen, I need your help. I don't know anyone here yet.",neutral
3383,1,I'm glad to help you. What's wrong?,joy
3383,2,My mother-in-law just went into the hospital in L.A.Hank and I will be flying there tonight.,neutral
3383,3,I'm sorry to hear it. What's wrong with her?,sadness
3383,4,"Doctors aren't sure yet.But the real problem is Suzy. She has a bad cold, and we don't want to take her with us. But we don't know who can stay with her.",neutral
3383,5,You need a babysitter.,neutral
3383,6,"Yes, I'd ask Jill, the girl I've had before, but I need someone overnight.Maybe even for two nights.",neutral
3383,7,I could have Suzy stay at my place.,neutral
3383,8,"I don't want to do that to you, Karen.",neutral
3383,9,Why not?,neutral
